Artist,Title,Medium,Medium_classified,Acquistion_classified,Year_acquisition,Gender_classified,Artist_birth_year,Artist_death_year,Country_calculated,Date_creation_year
"ROOTSEY, Joe",(Aboriginal station hand),,graphics,gift,2010,,1918,1963,Australia,1954
"DONO, Heri",Ada meriam di muka ku (There is a cannon on my face),,painting,gift,1995,,1960,,Indonesia,1994
"VUNA, Atisau",Lei,,,assisted purchase,2003,,,,,2003
"VUNA, Atisau",Lei,,,assisted purchase,2003,,,,,2003
"HAMADA, Shoji",Round platter,,object,gift,2006,,1894,1978,Japan,1973
"JENNER, Isaac Walter","Sunset, Moreton Bay",,painting,gift,1995,,1836,1902,United States,1888
"ENTATA, Irene Mbitjana (Potter)",Pmere (My country),,object,gift,1996,,1946,2014,Australia,1996
"MIYOSHI, Kozo","Roots, B10",,photography,museum accession,1996,,1947,,Japan,1987
"DYSON, Will (Creator)",The misery of rest camps (from 'Australia at war' series),,graphics,gift,1919,,1880,1938,,1917
GUAN Wei (Creator),The last supper,,graphics,gift,2008,,1957,,,1995
"TWEEDDALE, Lyal",Mirror: Rainforest reflections,,object,museum accession,1982,,1943,,Australia,1981
"ANDERSON, Bruce",Pot with sodium glaze,,object,museum accession,1982,,1950,,Australia,1981
"JENEID, Liz",Wallhanging: Recycled,,object,museum accession,1980,,1936,,New Zealand,1980
KAZAK,Rug,,object,bequest,1975,,,,United States,1890
"Le WITT, Vivienne Shark (Creator)",Untitled (from 'AUS Australien' 1988 portfolio),,graphics,bequest,1989,,1956,,,1988
CRISTALLERIE LALIQUE ET CIE (Manufacturer),Vase:  Malsherbe,,object,museum accession,1989,,1902,1860,France,1923
"McCONNELL, Carl",Large vase with 'Pinjarra plum' glaze,,object,museum accession,2005,,1926,2003,Australia,1980
BOHEMIAN STYLE,Beaker,,object,bequest,1975,,,,Czech Republic,1840
"HARVEY, L.J.",Vase:  (The fox and the grapes),,object,gift,1992,,1871,1949,Australia,
"HUNTER, Peter J.",Fruit,,photography,gift,1973,,,,Australia,
WAKELY & WHEELER,Bowl,,object,museum accession,1984,,1884,,,1902
"ORTHMAN, Walter",Nocturne,,photography,museum accession,1984,,1899,1966,Australia,1933
"McCONNELL, Carl",Square bottle,,object,gift,1987,,1926,2003,Australia,1976
"KUNISADA, Utagawa",Townsman Hambei (green grocer) in a street in Edo (old Tokyo),,graphics,gift,1990,,1786,1865,Japan,
"WILLIAMS, Fred",The Metropolitan (from 'Music hall' series),,graphics,museum accession,1981,,1927,1982,Australia,1955
"WILLIAMS, Fred",Max Miller (from 'Music hall' series),,graphics,museum accession,1981,,1927,1982,Australia,1966
"MALGARRICH, Shirley",Radius mat,,,gift,2000,,1947,,Australia,1999
"MOSES, Grandma",In 1800,,painting,gift,1956,,1860,1961,United States,1952
"BLYFIELD, Julie","Press, unpick and pierce... no. 2:  Brooch (small)",,,gift,2000,,1957,,South Africa,2000
"BLYFIELD, Julie",Brooch,,,gift,2000,,1957,,South Africa,2000
"BRITTON, Helen",Green flower,,,gift,2000,,1966,,,1999
"BRITTON, Helen",Flaming tower,,,gift,2000,,1966,,,1999
"GRANT, W.G.",Woman with blue parasol,,painting,gift,2001,,1876,1951,Australia,1950
"PASMORE, Victor (Creator)",Points of contact - variations no. 7,,graphics,gift,1979,,1908,1998,,1971
"OLSEN, John",Pelicans procuring food,,painting,gift,1979,,1928,2023,New Zealand,1979
"GROSSE, Katharina",Untitled,,sculpture,assisted purchase,2007,,1961,,Germany,2007
"WILLIAMS, Fred",Burnt ferns,,painting,museum accession,1970,,1927,1982,Australia,1969
"FIZELLE, Rah",Camogli,,painting,museum accession,1975,,1891,1964,New Zealand,1929
UNKNOWN,Fourth International Photographic Salon of Japan 1930.  Silver medallion presented to William Robson,,,gift,1983,,,,,
"HARVEY, L.J.",Vase,,object,gift,1993,,1871,1949,Australia,1930
"CHAMBERS, Merton",Study for 'Clitoria Ternatea',,graphics,gift,1994,,1929,,Australia,1989
"NEWMARCH, Ann","Jake and Bruno, 6 yrs and 1 year (from 'Kids' series)",,graphics,gift,1994,,1945,2022,South Africa,1978
"BRUNEL, R.",Untitled (church in a square after rain),,graphics,museum accession,1967,,2001,2100,France,1900
"GIMBLETT, Max",Untitled,,graphics,gift,2000,,1935,,New Zealand,1978
"MURIATA, Abe",Jawun (Basket),,,assisted purchase,2008,,1952,,Australia,2006
"POTTS, David","Royal Henley (from 'Henley for ""The Observer""' series)",,photography,gift,1997,,1926,2012,New Zealand,1953
"LARSEN, Helge (Collaborating artist)",Ring,,,museum accession,1962,,1929,2021,New Zealand,1961
"LARSEN, Helge (Collaborating artist)",Pair of earrings,,,museum accession,1962,,1929,2021,New Zealand,1961
"LARSEN, Helge (Collaborating artist)",Neckring and pendant,,,museum accession,1962,,1929,2021,New Zealand,1961
"ENGLUND, Ivan",Vase,,object,museum accession,1962,,1915,2007,New Zealand,1961
"ENGLUND, Ivan",Shallow bowl,,object,museum accession,1962,,1915,2007,New Zealand,1961
"GREEN, Douglas",(Storm cloud),,painting,gift,2001,,1921,2002,Australia,1943
"COHN, Susan",Cohndom box (prototype),,sculpture,gift,2006,,1952,,Australia,1999
"OKUYAMA, Gihachiro",Four figures beating drums,,graphics,gift,1990,,1907,1981,Japan,
"OLDAY, John",Recreation,,graphics,gift,1957,,1905,1977,United States,1939
"SHIGA, Shigeo",Vase,,object,gift,2005,,1928,2011,Japan,
UNKNOWN,Mewana (Sedge grass basket),,,gift,2006,,,,Australia,1995
"HOKUSAI, after Katsushika","Koishikawa yuki no ashita (Snowy morning at Koishikawa) (Teahouse on left, ravens in the sky) (no. 24 from 'Fugaku Sanju-Rokkei' (Thirty-six views of Mt Fuji) series) (reprint)",,graphics,museum accession,1966,,1760,1849,Japan,1829
"GRANT, W.G.",Girl knitting,,painting,gift,2001,,1876,1951,Australia,1910
"TIGAN, Aubrey",Riji (pearlshell pendant): Jawi design,,,gift,2006,,1945,,,2006
"BINNS, Vivienne (Creator)",Mothers' memories others' memories,,graphics,gift,1993,,1940,,,1979
"BEATTIE, Ray (Creator)",Impartiality is not neutral (from 'Special edition' series),,graphics,gift,1994,,1949,,,1994
"REES, Lloyd",Brisbane building,,graphics,gift,1998,,1895,1988,Australia,1912
"TUNGUTALAM, Bede (Artist)",Self portrait - owl man,,graphics,gift,1993,,1948,1952,,1988
"YOON, Kwang-Cho",Vase,,object,museum accession,1992,,1946,,South Africa,1990
"BLACKMAN, Charles",Untitled (umbrella head),,graphics,gift,1985,,1928,2018,Australia,1951
"CHRISTIANSEN, Henning (Creator)",Betrayal,,object,gift,1993,,1932,2008,,1981
"STANNARD, Chris (Creator)",Houses or roads (from Tenants' Union of Queensland project),,graphics,bequest,1990,,1961,,,1989
"CARCHESIO, Eugene",Interpreter,,sculpture,gift,1995,,1960,,Australia,1993
"BUCHHOLZ, Erich (Creator)",(Untitled) (from '12 Holzschnitte' (12 woodcuts) portfolio),,graphics,gift,1996,,1891,1972,,1918
"DILLON, Leith",Teapot and cups:  Happy wanderer,,object,gift,1996,,1948,,Australia,1995
"KRUMKALNS, Teodors (Ted)",Gravel yard in Oxley,,painting,gift,1996,,1915,1980,Australia,1964
"DOBELL, William","Untitled (sheet of figure studies, New Guinea)",,graphics,museum accession,1973,,1899,1970,New Zealand,
"KNIGHT, Laura",Pavlova,,graphics,museum accession,1977,,1877,1970,,1919
"LYMBURNER, Francis",Dieppe Harbour,,graphics,bequest,1977,,1916,1972,Australia,1958
"LYMBURNER, Francis",(Beach scene:  mother and child),,graphics,bequest,1977,,1916,1972,Australia,
"DYSON, Will (Creator)","Deserted horse lines, near Pommier Redoubt (from 'Australia at war' series)",,graphics,gift,1919,,1880,1938,,1917
"ESTES, Richard (Creator)",Venezia-Murano (from 'Urban landscapes no. 2' portfolio),,graphics,museum accession,1996,,1932,,,1979
"SHERWIN, J.K. (Engraver)","The landing at Tanna, one of the New Hebrides",,graphics,museum accession,1966,,1751,1790,,1777
"GILL, S.T. (Creator)",Night camp (from 'The Australian sketchbook'),,graphics,museum accession,1962,,1818,1880,,1865
"McCONNELL, Carl",Bottle,,object,gift,1987,,1926,2003,Australia,1976
"WEBSTER, Christine",Musk (from 'Can Can' series),,photography,assisted purchase,1995,,1958,,New Zealand,1994
"WATTS, Robert (Creator)",Untitled (from 'Bob Watts:  Notes and sketches 1964-1966' portfolio),,graphics,gift,1995,,1923,1988,France,1964
"REES, Lloyd","Interior with cane chair, Women's College; Interior with dining table, Women's College",,graphics,gift,1999,,1895,1988,Australia,1912
"HANSSEN PIGOTT, Gwyn",Drift,,object,assisted purchase,2005,,1935,2013,Australia,2005
"SPOERRI, Daniel (Creator)",Kreuzwortratsel (Crossword puzzle),,graphics,gift,1995,,1930,,,1956
"WATTS, Robert (Creator)",Untitled (from 'Bob Watts:  Notes and sketches 1964-1966' portfolio),,graphics,gift,1995,,1923,1988,France,1964
"PAROLIN, Mario",Francesco Conz with Joe Jones' mannequin,,photography,gift,1995,,,,Italy,1975
"PARKINSON, Roy",The Island boat,,painting,bequest,1983,,1901,1945,Australia,1938
"COOLWELL, Lucy",Painted rum bottle (yellow),,object,museum accession,1990,,,,Australia,1988
"DOOLAN, Bill",Boomerang,,object,museum accession,1990,,,,Australia,1989
"TUPICOFF, June",Puzzle,,painting,assisted purchase,1990,,1949,,Australia,1990
"KNOWLES, Alison",Bruna bonar (Brown beans) (from 'Hommage à Arthur Köpcke' (Hommage to Arthur Kopcke) portfolio),,graphics,museum accession,1991,,1933,,United States,1979
FLIGHT (WORCESTER),Pair of plates:  (Prince of Wales' feathers),,object,assisted purchase,1997,,1783,1792,,1790
"MILLER, Godfrey",(Standing female nude),,graphics,gift,1999,,1893,1964,Australia,1923
"WOLTER, Adam",Untitled (IV),,graphics,gift,1990,,1958,,Australia,1990
KAIRAK CLAN,Kavat mask,,sculpture,gift,2009,,,,Papua New Guinea,1971
REMILLARD (Creator),(Portrait of a young man),,photography,gift,1991,,,,,1870
"TAN, Truong (Collaborating artist)",He art,,painting,gift,2002,,1963,1947,New Zealand,1997
"TAN, Truong (Collaborating artist)",Man dreaming,,painting,gift,2002,,1963,1947,New Zealand,1997
"DJAMARRAYKU, Lena",Camp dog,,,gift,2002,,1943,,Australia,2001
"MALGARRICH, Shirley",Fish trap,,,assisted purchase,2005,,1947,,Australia,2004
"NILSSON, Gladys",Running Spring,,painting,gift,1997,,1940,,United States,1978
"MOULY, Marcel",Bowl of fruit,,graphics,museum accession,1976,,1918,2008,France,
"WALKER, Stephen",Group of birds,,sculpture,museum accession,1961,,1927,2014,New Zealand,
"TROCKEL, Rosemarie (Creator)",Rose von Kasanlak (from 'The readymade boomerang' portfolio),,photography,museum accession,1990,,1952,1990,,1990
"HIRSCHFELD-MACK, Ludwig",Abstract,,graphics,gift,1976,,1893,1965,United States,1960
"HIRSCHFELD-MACK, Ludwig",Abstract figures,,graphics,gift,1976,,1893,1965,United States,1960
"JONES, Mathew","About 1,000 copies of The New York Daily News on the day that became the Stonewall Riot copied by hand from microfilm records",,installation,gift,1999,,1961,,Australia,1997
"REES, Lloyd",(Street scene),,graphics,gift,1999,,1895,1988,Australia,1912
"BURGESS, Peter",evidenceincamera # 45,,graphics,gift,2007,,1952,,New Zealand,2003
"HIROSHIGE, after Ichiryusai",Toto no meisho,,graphics,gift,1990,,1797,1858,Japan,
"HEW, Ernest",Dialogue,,sculpture,gift,1996,,1962,,Australia,1995
"MUHLING, Mervyn",Bangle,,,gift,1996,,1929,2003,Australia,1978
"ALLEN, James Baylis (Engraver)","Lake St. Clair, Tasmania (no. 111 from 'Australia' series)",,graphics,gift,1978,,1802,1876,,1873
"HEMRY, Madison",Fan,,,assisted purchase,2004,,1964,,,2004
"LINDSAY, Lionel",The jester,,graphics,gift,1972,,1874,1961,Australia,1923
"ALBERS, Josef",Homage to the square,,graphics,gift,1972,,1888,1976,Germany,1964
"WOLTER, Adam",Untitled (III),,graphics,gift,1990,,1958,,Australia,1990
"SMITH, Lisa (Creator)",Sweeping statements,,graphics,gift,1991,,1963,,,1985
"LAWRENT, Janine (Creator)",Writing on the wall no. 3,,graphics,bequest,1991,,,,,1987
"STANNARD, Chris (Creator)",Writing on the wall no. 4,,graphics,bequest,1991,,1961,,,1987
"BLACKWELL, Susi (Designer)",Rebel with a condom,,graphics,gift,1992,,1969,1966,Australia,1991
"DUPAIN, Max (Creator)",John Mills National,,photography,museum accession,1992,,1911,1992,,1992
"SHIOMI, Mieko (Creator)",Fluxus balance (portfolio),,graphics,gift,1997,,1938,,France,1993
"SHIOMI, Mieko",Assorted spices for dinner & daydreams,,object,gift,1997,,1938,,Japan,1995
"OWEN, George Seymour","House under Bowen Terrace, Brisbane",,painting,gift,1999,,1844,1921,United States,1889
"SMITH, Jack Carington",Studio interior,,painting,gift,1956,,1908,1972,,1956
"ROGGENKAMP, Joy",Noosa landscape,,painting,museum accession,1963,,1928,1999,Australia,1962
"HARRIS, Brent (Creator)",The stations (portfolio),,graphics,gift,1991,,1956,,,1989
"MILOJEVIC, Milan",Arrival,,graphics,museum accession,1991,,1954,,,1990
"CARROLI, Linda (Creator)",Kurilpa:  Place of the water rat,,graphics,gift,1991,,1964,,,1988
DR WALL (WORCESTER),Trio:  Lord Henry Thynne,,object,gift,1997,,1751,1783,,1775
"McKENZIE, Queenie",Yoonoor Country,,painting,gift,2007,,1915,1998,,1998
DR WALL (WORCESTER) (Manufacturer),Lozenge-shaped dish:  (river landscape),,object,gift,1996,,1751,1783,,1770
"MACKAY, Jan (Creator)",Xmas Festival Dance,,graphics,gift,1992,,1950,,,1979
"GUPPY, Marla (Collaborating artist)",Now let's crack the system (from 'Right here right now - Australia 1988' portfolio),,graphics,assisted purchase,1989,,1956,1950,,1987
EISUI (Creator),Tsukioka of Hyogoya (no. 19 from incomplete set of 25 reprints),,graphics,gift,1990,,1961,,,1961
UNKNOWN,Baby's christening bonnet,,object,bequest,1975,,,,Belgium,1800
"SHEPHERDSON, Gordon",Predator,,graphics,museum accession,1986,,1934,2019,Australia,1979
"PRESTON, Margaret",Mixed flowers,,graphics,museum accession,1948,,1875,1963,South Africa,1946
"OLDAY, John",Lamenting tree,,graphics,gift,1957,,1905,1977,United States,
"NOLAN, Sidney (Creator)",Mulka (no. 25 from 'Dust' series),,graphics,gift,1978,,1917,1992,,1971
"FRAGAR, Julie",Master and dog in heavy black coats (get up),,painting,gift,2009,,1977,,New Zealand,2008
"ROOTSEY, Joe",(Creek),,graphics,gift,2010,,1918,1963,Australia,1954
"NEVILLE-ROLFE, Harriet Jane","Opening of the steam engine for sawing wood for the new kitchen, Alpha",,painting,gift,1964,,1850,1928,United States,1884
"NEVILLE-ROLFE, Harriet Jane","The gem lizard, life size",,painting,gift,1964,,1850,1928,United States,1884
"NEVILLE-ROLFE, Harriet Jane",Wolfang,,painting,gift,1964,,1850,1928,United States,1884
"CASSAB, Judy",Portrait of Robert Morley,,painting,museum accession,1973,,1920,2015,New Zealand,1967
"FOX, E. Phillips",Bathing hour (L'heure du bain),,painting,museum accession,1946,,1865,1915,United States,1909
"NASH, Paul",Whitley Bomber (flying against Germany no. 2) (from 'First series:  British Bombers'),,painting,gift,1948,,1889,1946,,1940
WOMEN'S DOMESTIC NEEDLEWORK GROUP,Fancywork:  The archaeology of lives (no. 8 from 'D'oyley show' series),,graphics,gift,1993,,1979,1986,New Zealand,1979
"OLDAY, John",Silent scrubs,,graphics,gift,1957,,1905,1977,United States,
"MARTIN, Lin","Mary Accatino, cane farmer, Moresby (from 'Journeys north' portfolio)",,photography,museum accession,1987,,1953,,Australia,1986
"MARTIN, Lin","Cherie Daniels, reef walker, Magnetic Island (from 'Journeys north' portfolio)",,photography,museum accession,1987,,1953,,Australia,1986
"WRIGHT, G.P.","Tropical foliage - the island, Botanic Gardens (from 'Brisbane illustrated' portfolio)",,photography,museum accession,2005,,1815,1891,Australia,1874
LOUIS XV STYLE,Small bombé commode,,object,bequest,1989,,,,,
UNKNOWN,Bust of a woman,,sculpture,bequest,1898,,,,,1890
"BARRANTI, P. (Copyist)",Cupid and the heart,,sculpture,gift,,,1757,1822,,
KOMAR & MELAMID (Creator),"Lenin at the Palladium, May Day, New York City (from '10:  Artist as Catalyst' portfolio)",,graphics,gift,1994,,1943,1945,,1992
"ROSENSTENGEL, Paula",(Tweed landscape),,painting,gift,1995,,1920,1999,Australia,1945
"CRUIKSHANK, George (Creator)",A visit to Cockney Farm,,graphics,gift,1989,,1792,1878,,1819
"MORGAN, Shelagh",Mutespace III,,graphics,gift,1989,,1955,,New Zealand,1989
"ENRIGHT, Malcolm",Men/Games (no. 36 from 'Another inseparable' series),,graphics,gift,1993,,1949,,Australia,1985
"McDIARMID, David (Creator)","HIV, discrimination and grief threaten our community.  Build our strength, stay together and support each other (from untitled series)",,graphics,gift,1993,,1952,1995,,1992
"NEWMARCH, Ann","Jake and Bruno, 5 yrs and 5 days (from 'Kids' series)",,graphics,gift,1994,,1945,2022,South Africa,1977
"SIMPSON, Lorna (Creator)",Cure/Heal (from '10:  Artist as Catalyst' portfolio),,graphics,gift,1994,,1960,,,1992
"MUEHL, Otto (Performer)","Otto Muehl in performance, Vienna (mid 1960s)",,photography,gift,1995,,1925,2013,United States,
"CLERK, John",Churchyard trees,,graphics,museum accession,1967,,1728,1812,United Kingdom,1770
"NOLAN, Sidney (Creator)",Carcase (no. 11 from 'Dust' series),,graphics,gift,1978,,1917,1992,,1971
"NOLAN, Sidney (Creator)",Abandoned truck (no. 18 from 'Dust' series),,graphics,gift,1978,,1917,1992,,1971
UNKNOWN,Inro:  (figure motif),,object,bequest,1985,,,,Japan,
"KORNATOVSKY, Jiri",The black mountain (from 'Volatile alliances' 1995 portfolio),,graphics,gift,1999,,,,Czech Republic,1995
"BOONMA, Montien",Sans title (no title),,graphics,gift,2005,,1953,2000,,1989
"WILLIAMS, Fred","Decorative panel, You Yangs no. 2",,graphics,museum accession,1981,,1927,1982,Australia,1965
"WILLIAMS, Fred","Decorative panel, You Yangs no. 3",,graphics,museum accession,1981,,1927,1982,Australia,1965
"WILLIAMS, Fred",Gil Jamieson painting at Lysterfield,,graphics,museum accession,1981,,1927,1982,Australia,1965
"LINDSAY, Lionel","Rue de l'Etrice, Marseilles",,painting,museum accession,1975,,1874,1961,Australia,1920
UNKNOWN,Netsuke:  (deer seated on a table),,sculpture,bequest,1985,,,,Japan,
DOULTON & CO (Lambeth),Vase,,object,bequest,1983,,1858,1956,,1890
"MURRAY, James Alexander",(Landscape with trees),,photography,gift,1984,,1892,1949,United States,
"NEESON, John (Creator)",Warrior pacified:  Ballad of a thin man,,graphics,museum accession,1984,,1948,,,1983
UNKNOWN,(Figure of a Buddhist disciple),,sculpture,gift,1984,,,,China,1600
"ALLEN, Davida","Study for 'Paris painting' (Aeroplane, mother and baby)",,graphics,gift,1984,,1951,,Australia,1983
KAZAK PEOPLE,Rug,,object,gift,1988,,,,United States,1880
"MECHAM, Peg",Vase,,object,museum accession,1976,,1918,1988,Australia,1976
"PAGE, Charles",(Rocks) (from 'Magnetic Island' series),,photography,museum accession,1984,,1946,,Australia,1982
"WICKS, Arthur (Creator)",Kit for grasping the world,,graphics,assisted purchase,1990,,1937,,,1978
