Artist,Title,Medium,Medium_classified,Acquistion_classified,Year_acquisition,Gender_classified,Artist_birth_year,Artist_death_year,Country_calculated,Date_creation_year
Ilja Repin,"Mieshahmoja, luonnos maalaukseen Mustanmeren kasakat",,graphics,,,,1844,1930,,1890
Albert Edelfelt,"Pikkuharjoitelmia, mm. Pifferari, kopio B. Reinholdin mukaan",,graphics,,1935,,1854,1905,,1870
Carl Eneas Sjöstrand,Luonnos Tuhkimo-kuvaelmaa varten,,graphics,,,,1828,1906,,1867
Tuulikki Pietilä,"Harun ""rättimattokalliot"" (Saaristo 39)",,graphics,,,,1917,2009,,1978
Tuulikki Pietilä,Porttiholovi (Amalfi),,graphics,,,,1917,2009,,1962
Pentti Kaskipuro,"luonnos, kaksi hahmoa maisemassa",,graphics,,,,1930,2010,,1985
Albert Engström,"Kirkosta palatessa, pilakuva",,graphics,,,,1869,1940,,
Tuulikki Pietilä,Seinen onkija,,graphics,,,,1917,2009,,1963
Albert Edelfelt,Figuuriharjoitelmia enimmäkseen naisista,,graphics,,1935,,1854,1905,,
Carl Eneas Sjöstrand,"Aino, luonnos veistosta varten",,graphics,,,,1828,1906,,
Rafael Wardi,Kahdessa tasossa,,graphics,,,,1928,,,1989
Tuulikki Pietilä,Maaliskuu,,graphics,,,,1917,2009,,1964
Reino Hietanen,Kivitaulu,,graphics,,,,1932,,,1984
Helena Pylkkänen,Maskuliini / Makaava torso,,sculpture,,,,1945,,,1986
Tuulikki Pietilä,Vallankumous I (A),,graphics,,,,1917,2009,,1963
Timo K. Mukka,Rakkaus-sarjasta,,graphics,,,,1944,1973,,1960
Akseli Gallen-Kallela,Iltamaisema Eläintarhasta,,painting,,,,1865,1931,,1886
,Maapaikka Degerön kartanon lähellä,,graphics,,1960,,,,,1837
Tuulikki Pietilä,Kivettynyt kukka,,graphics,,,,1917,2009,,1965
Albert Edelfelt,Figuuriharjoitelmia,,graphics,,1935,,1854,1905,,
Tyko Sallinen,Maisema Sääksmäeltä,,painting,,,,1879,1955,,1936
Tuulikki Pietilä,Pulloasetelma,,graphics,,,,1917,2009,,1953
Carl Eneas Sjöstrand,Unessa nähty Kristus,,graphics,,,,1828,1906,,1855
Henry de Vallombreuse,Savipullo (pullomainen),,graphics,,1909,,,,,1900
Anders Ekman,Talonpoikaistyttö yrittää juoda olutlasin loppuun...,,painting,,1913,,1833,1855,,1850
Tuulikki Pietilä,Epäkeskeinen sydän,,graphics,,,,1917,2009,,1966
Tuulikki Pietilä,Kalatorilta II,,graphics,,,,1917,2009,,1955
Tuulikki Pietilä,Rakennusabstraktio,,graphics,,,,1917,2009,,1955
Tuulikki Pietilä,Tehtaassa II,,graphics,,,,1917,2009,,1955
Tuulikki Pietilä,Variaatio teemasta I C,,graphics,,,,1917,2009,,1957
Carl Eneas Sjöstrand,Mies Heinolasta,,graphics,,,,1828,1906,,1893
Tuulikki Pietilä,Assisi,,graphics,,,,1917,2009,,1957
Tuulikki Pietilä,Mykonos,,graphics,,,,1917,2009,,1961
Tuulikki Pietilä,Syksyn lehtiä,,graphics,,,,1917,2009,,1966
Berndt Abraham Godenhjelm,"Nainen, joka hellii koiraansa ja ojentaa vasemman kätensa maassa istuvalle naiselle...",,graphics,,1913,,1799,1881,,
Tuulikki Pietilä,Gargoulette II (Espanja),,graphics,,,,1917,2009,,1962
Ilja Repin,Alaston malli,,graphics,,,,1844,1930,,
Rikard Lindström,Kevät Lofooteilla,,painting,,,,1882,1943,,
Akseli Gallen-Kallela,"Seitsemän veljeksen kuvitusta, painos 1908, 8 alkukirjainta 2. lukuun",,graphics,,,,1865,1931,,
Anders Ekman,"Talonpoikaisnainen kylvettämässä lastaan tuvan pihassa, oikealla maassa istuva neulova nainen, vasemmalla koira.",,graphics,,1913,,1833,1855,,1853
Tuulikki Pietilä,Pieni satamakuva (Angers),,graphics,,,,1917,2009,,1956
Tuulikki Pietilä,Kaupunkifantasia I,,graphics,,,,1917,2009,,1956
Tuulikki Pietilä,Firenzen Ponte Vecchio,,graphics,,,,1917,2009,,1957
Ilmari Kaijala,Taiteilija E. Vehmaksen muotokuva,,graphics,,,,1886,1944,,1921
Albert Edelfelt,"Kolme naista pöydän ympärillä, yksi kirjoittaa",,graphics,,1935,,1854,1905,,
Tuulikki Pietilä,Mykonoksen satamasta,,graphics,,,,1917,2009,,1960
Albert Edelfelt,Karikatyyrejä,,graphics,,1935,,1854,1905,,
Tuulikki Pietilä,Pyörre,,graphics,,,,1917,2009,,1964
Carl Eneas Sjöstrand,Poika Heinolasta,,graphics,,,,1828,1906,,1893
Tuulikki Pietilä,Chinon,,graphics,,,,1917,2009,,1963
Ernst Josephson,Taiteilija,,graphics,,,,1851,1906,,1888
Albert Engström,"Kaisa -mummo kirjakaupassa, pilakuva",,graphics,,,,1869,1940,,
Tuulikki Pietilä,Kolme kirkkoa (Mykonos),,graphics,,,,1917,2009,,1960
Ina Colliander,Viiniköynnöksen oksa,,graphics,,,,1905,1985,,1962
Inari Krohn,Hieno vaate,,graphics,,,,1945,,,1997
Anders Ekman,"Interiööri, jossa kuusi henkilöä",,graphics,,1913,,1833,1855,,1854
Tuulikki Pietilä,Vuoristokaupunki,,graphics,,,,1917,2009,,1960
Albert Edelfelt,Pieniä figuureita,,graphics,,1935,,1854,1905,,
Tuulikki Pietilä,"Ulkosaaristo - ""Mummun maha""",,graphics,,,,1917,2009,,1980
Tuulikki Pietilä,Variaatio teemasta II F,,graphics,,,,1917,2009,,1958
Tuulikki Pietilä,Naisen kuva,,graphics,,,,1917,2009,,1955
Tuulikki Pietilä,Luminen ikkuna,,graphics,,,,1917,2009,,1965
Tuulikki Pietilä,Töölön sokeritehdas,,graphics,,,,1917,2009,,1958
Robert Wilhelm Ekman,"Istuva nainen, käkikello ; toisella puolella selin tuolilla istuva äiti ja lapsi",,graphics,,,,1808,1873,,
Alfred William Finch,Maisema,,graphics,,,,1854,1930,,
Carl Eneas Sjöstrand,"Osa Väinämöisen soitto -aiheesta, Tapiolan väkeä",,graphics,,,,1828,1906,,
Topi Vikstedt,"""Nummisuutarien"" kuvitusta, kuva siv. 174, Martta pihalla",,graphics,,,,1891,1930,,1923
Tuulikki Pietilä,Variaatio teemasta II G,,graphics,,,,1917,2009,,1958
Tuulikki Pietilä,Kaksintaistelu,,graphics,,,,1917,2009,,1963
Topi Vikstedt,"""Nummisuutarien"" kuvitusta, kuva siv. 171, Topias humalassa",,graphics,,,,1891,1930,,1923
Alexander Lauréus,Metsästäjiä nuotiolla linnanraunion luona,,painting,,,,1783,1823,,1814
Tuulikki Pietilä,Tyhjä siemenkota I,,graphics,,,,1917,2009,,1965
Carl Eneas Sjöstrand,Helmi Sjöstrand maalaamassa taulua ulkona,,graphics,,,,1828,1906,,1893
Carl Eneas Sjöstrand,Kruununvoudin leski Hanna Holmberg os. Strähle Heinolasta,,graphics,,,,1828,1906,,1893
Olaf Isaachsen,Kristen Steingardenin (?) muotokuva,,graphics,,,,1835,1893,,1890
Carl Eneas Sjöstrand,Luonnos Kuoleva soturi -nimistä kuvaelmaa varten,,graphics,,,,1828,1906,,1866
Tuulikki Pietilä,Intialainen reliefi,,graphics,,,,1917,2009,,1957
Carl Eneas Sjöstrand,Kolmen naisen ryhmä,,graphics,,,,1828,1906,,
Tuulikki Pietilä,Hyökyaalto,,graphics,,,,1917,2009,,1961
Victor Westerholm,Knutsbodan vuorilta,,painting,,,,1860,1919,,1886
Ernst Josephson,Sulkahattuinen nainen,,graphics,,,,1851,1906,,1888
Ernst Josephson,Naisen puolivartalokuva,,graphics,,,,1851,1906,,
Aukusti Uotila,Elonleikkuuväkeä,,painting,,,,1858,1886,,1883
Pentti Kaskipuro,"Omenapuu, luonnos",,graphics,,,,1930,2010,,1964
Georges Dorival,Croix-Rouge française. Union des femmes de France (juliste),,graphics,,,,,,,1916
Eero Järnefelt,Kaislikkoranta,,graphics,,,,1863,1937,,1912
Tuulikki Pietilä,Kaiku,,graphics,,,,1917,2009,,1963
Eero Järnefelt,Karvalakkipäinen poika,,graphics,,,,1863,1937,,1918
Topi Vikstedt,"""Nummisuutarien"" kuvitusta, kuva siv. 155, Esko hoivaa tajutonta kraataria",,graphics,,,,1891,1930,,1923
Tuulikki Pietilä,"""Trappor"" (juliste, Lilla Teatern)",,graphics,,,,1917,2009,,1958
Albert Edelfelt,"Harjoitelmia ""Vedenneitoon""",,graphics,,1935,,1854,1905,,
Tuulikki Pietilä,Arezzo,,graphics,,,,1917,2009,,1963
Tuulikki Pietilä,Kaksi poikaa,,graphics,,,,1917,2009,,1955
Albert Edelfelt,"Kaarle-herttua herjaa Klaus Flemingin ruumista, harjoitelmia",,graphics,,1935,,1854,1905,,1877
Hugo Simberg,Aurora,,painting,,,,1873,1917,,1902
Tuulikki Pietilä,Aurinkosumua (Saaristo 1),,graphics,,,,1917,2009,,1976
Eero Järnefelt,Venevalkama,,graphics,,,,1863,1937,,1906
Tuulikki Pietilä,Maisema ohikiitävästä junasta,,graphics,,,,1917,2009,,1964
Tuulikki Pietilä,Satamakaupunki (Angers),,graphics,,,,1917,2009,,1957
Tuulikki Pietilä,Pingviinejä II,,graphics,,,,1917,2009,,1955
Albert Edelfelt,"""Sjörået"", sommitteluluonnos",,graphics,,1935,,1854,1905,,
Tuulikki Pietilä,Varhainen aamu ulkosaaristossa,,graphics,,,,1917,2009,,1978
Tuulikki Pietilä,"Kansikuva Sirkka Seljan ruonoteokseen ""Enkelin pelto""",,graphics,,,,1917,2009,,1957
Tuulikki Pietilä,Variaatio teemasta I D,,graphics,,,,1917,2009,,1957
Niilo Hyttinen,Brysseliin: nyt!,,graphics,,,,1940,2010,,1992
Vitold Kaetanovitš Bjalynitski-Birulja,Kevätmaisema,,painting,,,,,,,1907
Akseli Gallen-Kallela,Haamu kirkkotarhassa,,graphics,,,,1865,1931,,
Ilja Repin,,,graphics,,,,1844,1930,,1892
Pentti Kaskipuro,Limppu,,graphics,,,,1930,2010,,2003
Alexander Lauréus,Kustaa Vaasa heinäkuormassa,,graphics,,,,1783,1823,,1815
Hugo Simberg,Ateljeessa,,painting,,,,1873,1917,,1910
Carl Wilhelmson,Kyntäjät,,painting,,,,1866,1928,,1907
Tuulikki Pietilä,Kuivunut joki (Granada),,graphics,,,,1917,2009,,1961
Robert Wilhelm Ekman,Maisema,,graphics,,,,1808,1873,,
Carl Eneas Sjöstrand,Puttoja,,graphics,,,,1828,1906,,
Tuulikki Pietilä,Unimaisema,,graphics,,,,1917,2009,,1963
Tuulikki Pietilä,Pitkäsilta,,graphics,,,,1917,2009,,1956
Tuulikki Pietilä,Synteesi (Venezia),,graphics,,,,1917,2009,,1957
Tuulikki Pietilä,Maantieteellinen figuraatioa,,graphics,,,,1917,2009,,1966
Tuulikki Pietilä,Caprin valkeat talot,,graphics,,,,1917,2009,,1961
Tuulikki Pietilä,Aigean meren kaupunki,,graphics,,,,1917,2009,,1961
Tuulikki Pietilä,Uimarannalla,,graphics,,,,1917,2009,,1955
Tuulikki Pietilä,Naiset kaivolla I,,graphics,,,,1917,2009,,1953
Tuulikki Pietilä,Monumentti I,,graphics,,,,1917,2009,,1963
Tuulikki Pietilä,Unto (luonnos),,graphics,,,,1917,2009,,1955
Tapani Raittila,Puistokuva,,painting,,,,1921,2018,,1992
Juhana Blomstedt,Minneapolis III,,graphics,,,,1937,2010,,1972
Berndt Abraham Godenhjelm,"Neljä antiikin figuuria, vanha lukeva mies, alaston huilua soittava nuorukainen, kaksi alastonta tanssivaa naista",,graphics,,1913,,1799,1881,,
Tuulikki Pietilä,Assisi,,graphics,,,,1917,2009,,1959
Albert Edelfelt,"Tuolilla istuva käsiinsä nojaava nainen, figuuriharjoitelma",,graphics,,1935,,1854,1905,,
Albert Edelfelt,"Vanhahko mies, harjoitelma",,graphics,,1935,,1854,1905,,
Albert Edelfelt,Figuuriharjoitelmia,,graphics,,1935,,1854,1905,,
Niilo Hyttinen,Omakuva,,painting,,,,1940,2010,,1991
Tapani Raittila,Hedelmäasetelma,,graphics,,,,1921,2018,,2002
,50 puupiirrosta sisältävä rullalle kääritty japanilainen kuvasarja (Die 47 Rônins),,graphics,,,,,,,
Robert Wilhelm Ekman,"Maisema, jonka keskellä on kirkko",,graphics,,,,1808,1873,,
Reino Hietanen,Pensaat,,graphics,,,,1932,,,1985
Juho Rissanen,Sittande gubbe som tar sig om hakan.,,graphics,,,,1873,1950,,
Tuulikki Pietilä,Sataman kivikkoa (Saaristo 40),,graphics,,,,1917,2009,,1978
Alvar Cawén,Poikaa pestään,,painting,,,,1886,1935,,1932
Robert Wilhelm Ekman,Istuva poika lukemassa,,graphics,,,,1808,1873,,
Niilo Hyttinen,Omakuva,,graphics,,,,1940,2010,,1969
Tuulikki Pietilä,L'Espace défini,,graphics,,,,1917,2009,,1963
Tuulikki Pietilä,Tour de France (Départ I),,graphics,,,,1917,2009,,1963
Topi Vikstedt,"""Nummisuutarien"" kuvitusta, loppuvignetti siv. 164, Kuokat kantavat",,graphics,,,,1891,1930,,
Tuulikki Pietilä,Nunna ja kaksi aasia,,graphics,,,,1917,2009,,1961
Tuulikki Pietilä,Suruvaippa,,graphics,,,,1917,2009,,1965
Albert Edelfelt,"Kaksi istuvaa tyttöä, figuuriharjoitelma",,graphics,,1935,,1854,1905,,
Carl Eneas Sjöstrand,Kruunupäinen nainen ja kaksi puttoa kukittamassa miehen rintakuvaveistosta,,graphics,,,,1828,1906,,
Albert Edelfelt,"Dargar (Kuningas Fjalar), figuuriharjoitelma",,graphics,,1935,,1854,1905,,
Tuulikki Pietilä,Lumikiteitä,,graphics,,,,1917,2009,,1956
Albert Edelfelt,Karikatyyrejä,,graphics,,1935,,1854,1905,,
Berndt Abraham Godenhjelm,"Luonnos pojasta, joka seisoo sängyn jalan vieressä sekä luonnos talonpojasta, jolla on vesipullo vierellään.",,graphics,,1913,,1799,1881,,
Tuulikki Pietilä,Routa (sarjasta Kivijumalat),,graphics,,,,1917,2009,,1968
Tuulikki Pietilä,Huntutanssi (Virvatulet I),,graphics,,,,1917,2009,,1964
Ina Colliander,Jälleenrakentaminen,,graphics,,,,1905,1985,,1963
Tuulikki Pietilä,Tietäjät ja Betlehemin tähti,,graphics,,,,1917,2009,,1960
Päivi Sirén,Sininen,,painting,,,,1958,,,1985
Ina Colliander,Kolme enkeliä,,graphics,,,,1905,1985,,1945
Reino Hietanen,Nimetön,,graphics,,,,1932,,,1991
Tuulikki Pietilä,Sola (Alpes Maritimes),,graphics,,,,1917,2009,,1955
Marjo Lahtinen,Rintakuva,,sculpture,,,,1944,,,1992
Tuulikki Pietilä,Guadalquivirin rannalla (Sevilla),,graphics,,,,1917,2009,,1961
Tuulikki Pietilä,Utukuvia (sarjasta Toiset maailmat),,graphics,,,,1917,2009,,1966
Tuulikki Pietilä,Muulinajaja,,graphics,,,,1917,2009,,1961
Carl Eneas Sjöstrand,Kirnuava nainen,,graphics,,,,1828,1906,,1868
Berndt Abraham Godenhjelm,"Apostoli Luukas, puolifiguuri",,graphics,,1913,,1799,1881,,
Carl Eneas Sjöstrand,Luonnos Ilmarinen takoo haravaa Lemminkäisen äidille -aiheista reliefiä varten,,graphics,,,,1828,1906,,1868
Tuulikki Pietilä,Holvikaaret,,graphics,,,,1917,2009,,1962
Topi Vikstedt,"""Nummisuutarien"" kuvitusta, vignetti siv. 162, Matkalaiset vauhdissa",,graphics,,,,1891,1930,,
Tuulikki Pietilä,Värimosaiikkia III,,graphics,,,,1917,2009,,1958
Tuulikki Pietilä,Muisto vuosilta 1939-40,,graphics,,,,1917,2009,,1964
Tuulikki Pietilä,"Tasapainotaiteilija, taitopyöräilijä ja jonglööri",,graphics,,,,1917,2009,,1961
Tuulikki Pietilä,Dance macabre (sarjasta Kivijumalat),,graphics,,,,1917,2009,,1968
Tuulikki Pietilä,Elonkorjaajia (Katalonia),,graphics,,,,1917,2009,,1955
Tuulikki Pietilä,Nuori kalastaja I,,graphics,,,,1917,2009,,1953
Albert Edelfelt,"Mandoliininsoittaja, luonnos",,graphics,,1935,,1854,1905,,
Albert Edelfelt,Miehen muotokuvapää,,graphics,,1935,,1854,1905,,
Carl Eneas Sjöstrand,Olavinlinna,,graphics,,,,1828,1906,,1857
Akseli Gallen-Kallela,Professori E.N. Setälän muotokuva,,painting,,,,1865,1931,,1911
Ina Colliander,Isä meidän,,graphics,,,,1905,1985,,1958
Juho Rissanen,Naisen pää,,graphics,,,,1873,1950,,
Tapani Raittila,nimetön,,graphics,,,,1921,2018,,1997
Tuulikki Pietilä,Aamu (Granada),,graphics,,,,1917,2009,,1961
Tuulikki Pietilä,Alhambra,,graphics,,,,1917,2009,,1956
Berndt Abraham Godenhjelm,Kolme mies- ja kaksi naisfiguuria,,graphics,,1913,,1799,1881,,
Albert Edelfelt,Fredrika Snygg,,graphics,,1935,,1854,1905,,
Eero Järnefelt,Maisema,,painting,,,,1863,1937,,1905
Carl Eneas Sjöstrand,Maisema Punkaharjulta,,graphics,,,,1828,1906,,1857
Tuulikki Pietilä,Variaatio teemasta II C,,graphics,,,,1917,2009,,1958
Juho Rissanen,Sivukuva piippua polttavasta miehestä,,graphics,,,,1873,1950,,
Ilja Repin,Muotokuva- ja interiööriharjoitelma,,graphics,,,,1844,1930,,
Tuulikki Pietilä,Lento,,graphics,,,,1917,2009,,1965
Tuulikki Pietilä,Pakeneva ihmisjoukko,,graphics,,,,1917,2009,,1966
Tuulikki Pietilä,Variaatio teemasta II E,,graphics,,,,1917,2009,,1958
Tuulikki Pietilä,Sully-Morlandin puistikko,,graphics,,,,1917,2009,,1949
Tuulikki Pietilä,On - non,,graphics,,,,1917,2009,,1965
Tuulikki Pietilä,Militääripokeria,,graphics,,,,1917,2009,,1951
Tuulikki Pietilä,Seinen jokiproomuja,,graphics,,,,1917,2009,,1957
Tuulikki Pietilä,Rakentajat,,graphics,,,,1917,2009,,1955
Tuulikki Pietilä,Rakentajat II,,graphics,,,,1917,2009,,1955
Tuulikki Pietilä,Kohtaaminen,,graphics,,,,1917,2009,,1963
Adolf von Becker,Korkealla jakkaralla istuva miesmalli,,graphics,,,,1831,1909,,
Tuulikki Pietilä,Sementinkantaja,,graphics,,,,1917,2009,,1956
Albert Edelfelt,Naisenpää,,graphics,,1935,,1854,1905,,
Eero Järnefelt,Istuva huivipäinen mummo ja Tuvan uuni,,graphics,,,,1863,1937,,1910
Tuulikki Pietilä,Marionetit - Jane ja Tarzan,,graphics,,,,1917,2009,,1982
Berndt Abraham Godenhjelm,"Ikkunan vieressä istuva äiti kerii lankaa, jota vasemmalla oleva poika pitelee. Oikealla pieni tyttö istuu pallilla ja leikkii nukella.",,graphics,,1913,,1799,1881,,
Tuulikki Pietilä,Erämaan virta (Vieljärvi),,graphics,,,,1917,2009,,1946
Tuulikki Pietilä,Mustalaisnainen ja hiilenkantaja I (Sevilla),,graphics,,,,1917,2009,,1955
Eero Järnefelt,Ferruccio Busoni,,graphics,,,,1863,1937,,1916
Berndt Abraham Godenhjelm,Viiden seisovan kokofiguurin luonnos,,graphics,,1913,,1799,1881,,
Eero Järnefelt,Sara ja Laura,,graphics,,,,1863,1937,,1907
Eero Järnefelt,Maisema Kolilta,,graphics,,,,1863,1937,,1910
Eero Järnefelt,Leena hiihtämässä,,graphics,,,,1863,1937,,1913
Pentti Kaskipuro,Kaloja II,,graphics,,,,1930,2010,,1961
Tapani Raittila,"Croquis, istuva nainen",,graphics,,,,1921,2018,,1992
Anders Ekman,Kolme italialaista rosvoa kivääreineen,,graphics,,1913,,1833,1855,,1853
Tuulikki Pietilä,Pieni vesiaasi (Granada),,graphics,,,,1917,2009,,1961
Albert Edelfelt,"Interiööri, jossa herra ja nainen, sommitteluluonnos",,graphics,,1935,,1854,1905,,
Tuulikki Pietilä,Värimosaiikkia II,,graphics,,,,1917,2009,,1958
Tuulikki Pietilä,Tehtaassa V. Betoninvalajat,,graphics,,,,1917,2009,,1955
Berndt Abraham Godenhjelm,"Lapsi ja nuori tyttö, muotokuvaluonnos",,painting,,1913,,1799,1881,,
Carl Eneas Sjöstrand,Ilmarinen takoo sampoa,,graphics,,,,1828,1906,,1870
Tuulikki Pietilä,Auringossa (Perämies),,graphics,,,,1917,2009,,1955
Tuulikki Pietilä,Rantakallioita II (Bornholm),,graphics,,,,1917,2009,,1948
Tuulikki Pietilä,Satama (Klarahamn) I,,graphics,,,,1917,2009,,1947
Carl Eneas Sjöstrand,Luonnos Kuoleva soturi -aiheista kuvaelmaa varten,,graphics,,,,1828,1906,,1866
Albert Edelfelt,"Kuusenoksia, kasvoja",,graphics,,1935,,1854,1905,,
Tuulikki Pietilä,Katukuva Sevillasta,,graphics,,,,1917,2009,,1961
Tuulikki Pietilä,Variaatio teemasta II B,,graphics,,,,1917,2009,,1958
Tuulikki Pietilä,Roomalainen silta II (Toledo),,graphics,,,,1917,2009,,1961
Tuulikki Pietilä,Vytinan kylä (Peloponnesos),,graphics,,,,1917,2009,,1960
Tuulikki Pietilä,Ekstaasi (Kohtaus baletista),,graphics,,,,1917,2009,,1947
Robert Wilhelm Ekman,Tutkielma barokkituolista,,graphics,,,,1808,1873,,
Tuulikki Pietilä,Siesta,,graphics,,,,1917,2009,,1955
Tuulikki Pietilä,Rakennusfantasia,,graphics,,,,1917,2009,,1956
Eero Järnefelt,Piha talvella,,graphics,,,,1863,1937,,1919
Juho Rissanen,Kvinnlig modell som böjer sig framåt,,graphics,,,,1873,1950,,
Carl Eneas Sjöstrand,Väinämöinen,,graphics,,,,1828,1906,,
Albert Edelfelt,Vanha venäläinen (?),,graphics,,1935,,1854,1905,,
Mirja Airas,Nimetön,,graphics,,,,1945,,,2008
Juho Rissanen,"Polvistunut nainen, tutkielma Nilsiän kirkon alttaritauluun",,graphics,,,,1873,1950,,1906
Tapani Raittila,nimetön,,graphics,,,,1921,2018,,1997
Tuulikki Pietilä,Sommitelma. Kolme henkilöä rannalla,,graphics,,,,1917,2009,,1955
Carl Eneas Sjöstrand,"Huilua soittava pieni poika, luonnos veistosta varten",,graphics,,,,1828,1906,,
Albert Edelfelt,"Harjoitelmia teokseen Kaarle-herttua herjaa Klaus Flemingin ruumista, Ebba Fleming ja Sigrid Stålarm ; Tois. puol. sommitteluluonnos samaan tauluun",,graphics,,1935,,1854,1905,,1877
Carl Eneas Sjöstrand,Vellamo,,graphics,,,,1828,1906,,1895
Pentti Kaskipuro,Monumentti,,graphics,,,,1930,2010,,1958
Tuulikki Pietilä,Helmikuun kuutamo,,graphics,,,,1917,2009,,1982
Carl Eneas Sjöstrand,Viikatetta teroittava poika,,graphics,,,,1828,1906,,1868
Tuulikki Pietilä,Pinxin näyttelyn kutsukortti (ocre-bleu-noir),,graphics,,,,1917,2009,,1965
Tuulikki Pietilä,Asuntoaluksia Seinellä,,graphics,,,,1917,2009,,1958
Tuulikki Pietilä,Koralleja,,graphics,,,,1917,2009,,1961
Tuulikki Pietilä,Helmisimpukat,,graphics,,,,1917,2009,,1964
Tuulikki Pietilä,Ompelukone,,graphics,,,,1917,2009,,1955
Tuulikki Pietilä,Variaatio teemasta II H,,graphics,,,,1917,2009,,1958
Tuulikki Pietilä,Entiset turkulaiset -näyttelyn juliste,,graphics,,,,1917,2009,,1960
Albert Edelfelt,"Istuva nainen, nopea luonnos",,graphics,,1935,,1854,1905,,
Tuulikki Pietilä,Kuningattaren torni (Alhambra),,graphics,,,,1917,2009,,1961
Tuulikki Pietilä,Tanssiva harlekiini,,graphics,,,,1917,2009,,1963
Tuulikki Pietilä,Kalastajien paluu (Porto d'Ischia),,graphics,,,,1917,2009,,1957
Tuulikki Pietilä,Sommitelma,,graphics,,,,1917,2009,,1956
Simo Hannula,Omakotialuetta Kaipola,,graphics,,,,1932,2016,,1957
Tuulikki Pietilä,Pinxin näyttelyn kutsukortti (bleu-gris-noir),,graphics,,,,1917,2009,,1965
Robert Wilhelm Ekman,Kohtaus maalaismajatalon pihalla,,graphics,,,,1808,1873,,
Tuulikki Pietilä,Särkynyt kallio,,graphics,,,,1917,2009,,1957
Tapani Raittila,nimetön,,graphics,,,,1921,2018,,1996
Tapani Raittila,Kolme sulotarta,,graphics,,,,1921,2018,,1996
Gunnar Berndtson,Peilin ääressä,,painting,,1889,,1854,1895,,1889
Magnus Enckell,"Enkeli, kopio Leonardo da Vincin Marian ilmestys-maalauksen mukaan, osa",,painting,,1895,,1870,1925,,1895
Kain Tapper,Riika,,graphics,,,,1930,2004,,2000
Tuulikki Pietilä,Kaksi taulua,,graphics,,,,1917,2009,,1964
Tuulikki Pietilä,Lyhde ja himmeli,,graphics,,,,1917,2009,,1967
Tuulikki Pietilä,Tehtaassa III,,graphics,,,,1917,2009,,1955
Tuulikki Pietilä,Portaikko - Sommitelma,,graphics,,,,1917,2009,,1961
Tuulikki Pietilä,Kylpijöitä Hyde Parkissa,,graphics,,,,1917,2009,,1948
Robert Wilhelm Ekman,"Kompositioluonnos maalaukseen ""Kejsar Alexander II förkladar ständermötet 1863 öppnat""?",,graphics,,,,1808,1873,,
Albert Edelfelt,Fredrik Suuri,,graphics,,1935,,1854,1905,,
Berndt Abraham Godenhjelm,"Ruotsinsalmi poltetaan, kohtaus ""Oolannin sodasta"" 1855",,painting,,1913,,1799,1881,,1855
Tuulikki Pietilä,Ulkosaaristo - Sataman kalliot II,,graphics,,,,1917,2009,,1980
Tuulikki Pietilä,Puistomaisema Töölönlahdelta,,graphics,,,,1917,2009,,1957
Juho Rissanen,Miehen pää,,graphics,,,,1873,1950,,
Tuulikki Pietilä,Tyttö ja ruukku,,graphics,,,,1917,2009,,1962
Tuulikki Pietilä,Rakennusfantasia,,graphics,,,,1917,2009,,1955
Tuulikki Pietilä,Kalastajia,,graphics,,,,1917,2009,,1957
Tuulikki Pietilä,Tukkimetsässä / Tukinuitto,,graphics,,,,1917,2009,,1960
Tuulikki Pietilä,Kolme sukupolvea,,graphics,,,,1917,2009,,1956
Tuulikki Pietilä,Tukkisuma,,graphics,,,,1917,2009,,1964
Robert Wilhelm Ekman,"Sommitelma maalaukseen ""Kejsaren Alexander II förklarar ständermötet 1863 öppnat""?",,graphics,,,,1808,1873,,
Albert Edelfelt,Aleksis Kiven muotokuva,,graphics,,1935,,1854,1905,,
Albert Edelfelt,Pikkuharjoitelmia,,graphics,,1935,,1854,1905,,
Igor Eriksson,nimetön,,graphics,,,,1925,1996,,1952
Pentti Kaskipuro,Päästäisiä,,graphics,,,,1930,2010,,1970
Akseli Gallen-Kallela,Orava oksalla,,graphics,,,,1865,1931,,
Göran Augustson,Elämän puistossa,,painting,,,,1936,2012,,1994
Reino Hietanen,Kehikko,,graphics,,,,1932,,,1984
Marc Chagall,"Leijona ja hyttynen. Kuvitusta La Fontainen Faabeleihin, sarja nro 74",,graphics,,,,1887,1985,,1952
Tuulikki Pietilä,Koskisuvanto,,graphics,,,,1917,2009,,1966
Alexander Calder,Mobile,,sculpture,,,,1898,1976,,1930
Albert Edelfelt,"Julien Alden Weir ja Albert Edelfelt ateljeessa 5 Rue du Pont de Lodi, Pariisi",,graphics,,1935,,1854,1905,,1874
Carl Eneas Sjöstrand,Luonnos Kuoleva soturi -aiheista kuvaelmaa varten,,graphics,,,,1828,1906,,1866
